id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procédure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation
3242,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Services,Informatique,DGSN,Maroc,Rabat-Salé-Kénitra,Oujda,2023-04-28,2023-06-02,2023-06-09,6983251,"['SOMAGEC', 'Jet Contractors', 'TGCC', 'SOGEA']","[6327702.206121737, 6787788.108101578, 7405069.8773476165, 8059339.385351914]",Jet Contractors,6787788.108101578,7144974.89,-0.028,61,Appel d’offres ouvert,Meilleure offre économiquement,4,Non,0,20,81,Sans suite,
3243,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Fournitures,BTP,ONEE,Maroc,Rabat-Salé-Kénitra,Fès,2023-07-14,2023-07-29,2023-08-04,2471010,"['Jet Contractors', 'SOMAGEC', 'SOGEA', 'TGCC', 'Novec']","[2555694.5190780745, 2556781.7075900533, 2762627.5262206583, 2826045.4955910714, 2911510.379332551]",Novec,2911510.379332551,2722531.93,0.1783,46,Gré à gré,Meilleure offre économiquement,5,Non,9,10,91,Sans suite,Non-conformité des offres
3244,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Souss-Massa.,Travaux,Transport,ONEE,Maroc,Souss-Massa,Casablanca,2023-10-26,2023-12-20,2023-12-28,3805206,"['Jet Contractors', 'INGEMA']","[3751729.7304313052, 4542663.997737406]",Jet Contractors,3751729.7304313052,4147196.86,-0.0141,323,Appel d’offres restreint,Meilleure offre économiquement,2,Non,4,9,76,Attribué,
3245,Appel d'offre pour transport à Rabat,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Fournitures,Transport,ONCF,Maroc,Casablanca-Settat,Rabat,2024-12-14,2025-01-29,2025-02-11,4365060,"['SOMAGEC', 'INGEMA']","[3981509.061335649, 4020006.02314842]",SOMAGEC,3981509.061335649,4000757.54,-0.0879,266,Gré à gré,Note technique et prix,2,Oui,4,3,66,Sans suite,
3246,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Oriental.,Travaux,Informatique,CHU Casablanca,Maroc,Oriental,Agadir,2023-08-09,2023-10-08,2023-10-28,6190829,"['Novec', 'SOMAGEC', 'SOGEA', 'TGCC', 'INGEMA', 'Jet Contractors']","[5896710.233098932, 5950783.663205249, 6478585.956413825, 6964255.656102198, 7190963.532664116, 7353185.267668646]",SOGEA,6478585.956413825,6639080.72,0.0465,136,Appel d’offres restreint,Prix seul,6,Non,7,4,76,Sans suite,Manque de budget
3247,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,BTP,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Oujda,2023-02-26,2023-03-28,2023-04-14,1046236,"['SOGEA', 'TGCC', 'SOMAGEC', 'Jet Contractors']","[1117364.655903729, 1120290.7488683942, 1144844.8170425252, 1223387.279295469]",SOGEA,1117364.655903729,1151471.88,0.068,198,Appel d’offres ouvert,Prix seul,4,Non,14,7,86,Sans suite,Non-conformité des offres
3248,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Travaux,Fournitures scolaires,ONCF,Maroc,Oriental,Casablanca,2024-02-10,2024-03-12,2024-03-26,2384537,"['INGEMA', 'SOMAGEC', 'Jet Contractors', 'Novec']","[2232298.5445887484, 2501620.5217355355, 2585335.78322772, 2594200.8030302627]",SOMAGEC,2501620.5217355355,2478363.91,0.0491,140,Appel d’offres restreint,Note technique et prix,4,Oui,1,20,72,Attribué,
3249,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Travaux,Transport,ONEE,Maroc,Fès-Meknès,Casablanca,2024-12-10,2025-01-10,2025-01-30,679022,"['TGCC', 'INGEMA', 'SOMAGEC', 'Novec']","[621744.3409193684, 730022.7573635351, 803449.2830904177, 813945.4675172543]",SOMAGEC,803449.2830904177,742290.46,0.1832,242,Appel d’offres ouvert,Prix seul,4,Oui,0,16,71,Annulé,Non-conformité des offres
3250,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,BTP,ONCF,Maroc,Tanger-Tétouan-Al Hoceïma,Fès,2024-10-26,2024-12-16,2025-01-02,6629902,"['SOGEA', 'TGCC', 'INGEMA', 'Novec', 'SOMAGEC']","[6616309.742322168, 6849023.009032409, 7485027.745016848, 7504681.554767172, 7926787.748553637]",SOGEA,6616309.742322168,7276365.96,-0.0021,90,Appel d’offres ouvert,Prix seul,5,Non,15,13,73,Annulé,
3251,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Souss-Massa.,Services,BTP,Ministère de la Santé,Maroc,Souss-Massa,Fès,2023-04-02,2023-04-21,2023-05-04,9522829,"['TGCC', 'Novec', 'INGEMA', 'Jet Contractors', 'SOGEA']","[8626844.506312741, 8827516.288130768, 9285202.152913406, 9839021.918402188, 11214641.053299768]",TGCC,8626844.506312741,9558645.18,-0.0941,291,Appel d’offres ouvert,Prix seul,5,Oui,2,17,65,Attribué,
3252,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Oriental.,Travaux,Énergie,CHU Casablanca,Maroc,Oriental,Oujda,2023-10-05,2023-11-18,2023-12-01,1938164,"['Novec', 'SOGEA', 'Jet Contractors', 'TGCC']","[1797537.5893816096, 1865147.1108265389, 1912646.331266812, 2109998.746202479]",Jet Contractors,1912646.331266812,1921332.44,-0.0132,202,Appel d’offres ouvert,Meilleure offre économiquement,4,Non,5,17,86,Attribué,
3253,Appel d'offre pour btp à Casablanca,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Travaux,BTP,ONCF,Maroc,Fès-Meknès,Casablanca,2023-01-28,2023-03-22,2023-03-28,6869922,"['INGEMA', 'SOMAGEC', 'Jet Contractors', 'TGCC', 'Novec', 'SOGEA']","[6944502.641688295, 7034726.181136715, 7398798.402114905, 7480118.010054192, 7831503.991977911, 8024552.525302007]",TGCC,7480118.010054192,7452366.96,0.0888,57,Gré à gré,Note technique et prix,6,Non,15,11,67,Attribué,
3254,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Services,Fournitures scolaires,ONCF,Maroc,Oriental,Casablanca,2023-08-11,2023-09-09,2023-09-25,8188481,"['SOGEA', 'Novec', 'INGEMA', 'Jet Contractors', 'TGCC', 'SOMAGEC']","[7961890.358105995, 8354800.05789418, 8890832.189065814, 9346022.523840202, 9476209.792076377, 9580021.89647014]",SOGEA,7961890.358105995,8934962.8,-0.0277,261,Appel d’offres restreint,Note technique et prix,6,Oui,0,5,73,Annulé,
3255,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Services,Fournitures scolaires,Ministère de l’Équipement,Maroc,Casablanca-Settat,Casablanca,2023-10-08,2023-11-26,2023-12-15,971234,"['INGEMA', 'Jet Contractors', 'Novec', 'TGCC']","[907743.5296063153, 943588.5640674833, 1093253.7087911202, 1157484.8451362245]",Novec,1093253.7087911202,1025517.66,0.1256,188,Appel d’offres ouvert,Meilleure offre économiquement,4,Oui,10,10,97,Attribué,
3256,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Rabat-Salé-Kénitra.,Travaux,Transport,DGSN,Maroc,Rabat-Salé-Kénitra,Tanger,2023-08-04,2023-09-17,2023-09-26,6217574,"['TGCC', 'INGEMA', 'SOGEA', 'Novec', 'SOMAGEC', 'Jet Contractors']","[5602002.4456480695, 6480841.367325202, 6757672.402844398, 6763533.658694098, 6818406.661154723, 7001254.572797411]",TGCC,5602002.4456480695,6570618.52,-0.099,198,Appel d’offres restreint,Meilleure offre économiquement,6,Non,11,5,99,Annulé,
3257,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Oriental.,Services,Énergie,ONCF,Maroc,Oriental,Oujda,2023-11-30,2024-01-08,2024-01-14,8251027,"['Novec', 'SOMAGEC', 'Jet Contractors', 'TGCC', 'INGEMA']","[7580531.042458314, 8213482.0213425895, 8935822.242216932, 9240525.232179279, 9753159.639309287]",Jet Contractors,8935822.242216932,8744704.04,0.083,255,Appel d’offres ouvert,Note technique et prix,5,Oui,4,17,98,Annulé,
3258,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Fès-Meknès.,Fournitures,Informatique,CHU Casablanca,Maroc,Fès-Meknès,Fès,2024-10-03,2024-10-20,2024-10-28,4048671,"['Jet Contractors', 'SOGEA', 'Novec', 'SOMAGEC', 'INGEMA', 'TGCC']","[3669677.027802162, 3915923.9766951185, 4622658.836539096, 4731736.191939197, 4797195.271837116, 4804980.3350449195]",INGEMA,4797195.271837116,4423695.27,0.1849,165,Appel d’offres restreint,Prix seul,6,Oui,12,9,94,Annulé,Manque de budget
3259,Appel d'offre pour énergie à Rabat,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Fournitures,Énergie,Ministère de l’Équipement,Maroc,Souss-Massa,Rabat,2023-08-27,2023-10-02,2023-10-19,2206577,"['Jet Contractors', 'INGEMA', 'SOGEA', 'Novec']","[2242911.135191073, 2345980.927181593, 2505465.8436125563, 2604440.7060184036]",Novec,2604440.7060184036,2424699.65,0.1803,137,Appel d’offres ouvert,Meilleure offre économiquement,4,Non,10,19,60,Attribué,
3260,Appel d'offre pour informatique à Casablanca,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Informatique,ONCF,Maroc,Tanger-Tétouan-Al Hoceïma,Casablanca,2023-10-28,2023-11-28,2023-12-10,3087167,"['Novec', 'TGCC', 'SOMAGEC', 'INGEMA', 'Jet Contractors', 'SOGEA']","[3170875.9797947407, 3350732.89578935, 3480379.766429663, 3511087.201907783, 3613323.4257004657, 3630324.939336374]",INGEMA,3511087.201907783,3459454.03,0.1373,313,Appel d’offres ouvert,Meilleure offre économiquement,6,Oui,13,1,69,Annulé,Non-conformité des offres
3261,Appel d'offre pour médical à Oujda,Marché public concernant le secteur médical dans la région de Rabat-Salé-Kénitra.,Fournitures,Médical,ONCF,Maroc,Rabat-Salé-Kénitra,Oujda,2024-08-25,2024-09-18,2024-10-01,8596231,"['Novec', 'SOMAGEC', 'INGEMA', 'Jet Contractors', 'SOGEA', 'TGCC']","[8007153.465071331, 8962558.54330629, 8979713.068124682, 8994157.347309075, 9001580.202760808, 9421314.566028895]",SOGEA,9001580.202760808,8894412.87,0.0472,347,Appel d’offres ouvert,Note technique et prix,6,Oui,11,9,80,Annulé,Manque de budget
3262,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Travaux,Énergie,DGSN,Maroc,Souss-Massa,Casablanca,2024-05-01,2024-05-25,2024-05-31,362808,"['SOGEA', 'INGEMA', 'Jet Contractors']","[356772.54978935025, 424408.63188241894, 426893.42706934916]",INGEMA,424408.63188241894,402691.54,0.1698,340,Gré à gré,Meilleure offre économiquement,3,Non,5,1,81,Annulé,Non-conformité des offres
3263,Appel d'offre pour transport à Rabat,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Services,Transport,Ministère de l’Équipement,Maroc,Casablanca-Settat,Rabat,2024-01-07,2024-03-04,2024-03-12,3040019,"['SOGEA', 'SOMAGEC', 'Jet Contractors', 'Novec']","[2751181.6438178574, 2792778.453571175, 2986791.95191109, 3318562.6310209986]",SOGEA,2751181.6438178574,2962328.67,-0.095,146,Appel d’offres restreint,Note technique et prix,4,Oui,3,12,73,Attribué,
3264,Appel d'offre pour transport à Oujda,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Travaux,Transport,ONCF,Maroc,Fès-Meknès,Oujda,2023-09-15,2023-10-27,2023-11-15,7635536,"['SOMAGEC', 'Novec', 'TGCC', 'SOGEA', 'INGEMA', 'Jet Contractors']","[7262068.52624146, 7439793.597198553, 8455255.824128458, 8475534.529715963, 8735656.132527938, 8771776.65731759]",Jet Contractors,8771776.65731759,8190014.21,0.1488,126,Appel d’offres restreint,Prix seul,6,Oui,10,15,72,Sans suite,Manque de budget
3265,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Casablanca-Settat.,Travaux,BTP,CHU Casablanca,Maroc,Casablanca-Settat,Fès,2024-11-25,2025-01-15,2025-02-01,4832535,"['TGCC', 'INGEMA', 'Novec', 'Jet Contractors', 'SOMAGEC', 'SOGEA']","[4609156.87687323, 4622886.219338209, 4964619.188127318, 5152852.002260002, 5287348.873431054, 5773955.867675192]",TGCC,4609156.87687323,5068469.84,-0.0462,43,Gré à gré,Prix seul,6,Non,4,3,76,Sans suite,Manque de budget
3266,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Travaux,Transport,DGSN,Maroc,Fès-Meknès,Tanger,2024-05-12,2024-06-15,2024-07-02,7181578,"['INGEMA', 'Novec', 'SOMAGEC']","[7316406.330641226, 7432302.641773864, 7760929.963894515]",Novec,7432302.641773864,7503212.98,0.0349,99,Appel d’offres restreint,Prix seul,3,Non,15,2,79,Attribué,
3267,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Travaux,Informatique,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Oujda,2024-05-13,2024-05-25,2024-05-31,6207926,"['INGEMA', 'Novec']","[6456076.873507357, 6674846.976858217]",Novec,6674846.976858217,6565461.93,0.0752,285,Gré à gré,Note technique et prix,2,Oui,14,4,92,Attribué,
3268,Appel d'offre pour fournitures scolaires à Fès,Marché public concernant le secteur fournitures scolaires dans la région de Souss-Massa.,Services,Fournitures scolaires,Ministère de l’Équipement,Maroc,Souss-Massa,Fès,2024-02-22,2024-03-08,2024-03-26,1885078,"['Jet Contractors', 'Novec']","[1850628.7645170395, 1877811.766946183]",Jet Contractors,1850628.7645170395,1864220.27,-0.0183,158,Appel d’offres ouvert,Prix seul,2,Oui,13,5,87,Annulé,
3269,Appel d'offre pour médical à Agadir,Marché public concernant le secteur médical dans la région de Souss-Massa.,Travaux,Médical,Ministère de la Santé,Maroc,Souss-Massa,Agadir,2023-03-12,2023-05-04,2023-05-20,9817104,"['SOMAGEC', 'SOGEA', 'Jet Contractors', 'Novec', 'INGEMA']","[9065226.663386032, 9933638.715718446, 10531974.958434, 10757634.249111973, 11337547.651215136]",INGEMA,11337547.651215136,10325204.45,0.1549,195,Appel d’offres restreint,Meilleure offre économiquement,5,Non,7,19,93,Attribué,
3270,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Services,Énergie,Ministère de la Santé,Maroc,Souss-Massa,Casablanca,2023-02-15,2023-03-16,2023-03-29,6397573,"['Novec', 'Jet Contractors', 'INGEMA', 'TGCC']","[6053233.354952583, 6597692.22197109, 6890160.738837607, 7538322.063983167]",INGEMA,6890160.738837607,6769852.09,0.077,179,Gré à gré,Note technique et prix,4,Non,9,11,70,Attribué,
3271,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Fournitures,Fournitures scolaires,CHU Casablanca,Maroc,Oriental,Tanger,2024-11-03,2024-12-07,2024-12-23,6512109,"['SOMAGEC', 'TGCC', 'Jet Contractors', 'Novec', 'INGEMA']","[6103635.393887917, 6385143.970573107, 7352225.432092729, 7438350.692457093, 7511239.3635541815]",TGCC,6385143.970573107,6958118.97,-0.0195,150,Appel d’offres restreint,Meilleure offre économiquement,5,Oui,3,16,98,Annulé,Non-conformité des offres
3272,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Casablanca-Settat.,Services,Énergie,Ministère de la Santé,Maroc,Casablanca-Settat,Oujda,2024-08-28,2024-10-01,2024-10-08,1745435,"['Novec', 'TGCC']","[1961098.367213141, 2059599.984815705]",TGCC,2059599.984815705,2010349.18,0.18,267,Appel d’offres ouvert,Meilleure offre économiquement,2,Oui,12,7,78,Attribué,
3273,Appel d'offre pour médical à Agadir,Marché public concernant le secteur médical dans la région de Oriental.,Services,Médical,ONEE,Maroc,Oriental,Agadir,2024-05-09,2024-05-19,2024-06-02,5059500,"['SOMAGEC', 'TGCC', 'Jet Contractors', 'INGEMA']","[4884474.961941585, 5032509.028855298, 5396065.844456333, 5773098.508968635]",TGCC,5032509.028855298,5271537.09,-0.0053,161,Appel d’offres restreint,Meilleure offre économiquement,4,Non,3,17,64,Sans suite,Manque de budget
3274,Appel d'offre pour transport à Oujda,Marché public concernant le secteur transport dans la région de Oriental.,Fournitures,Transport,DGSN,Maroc,Oriental,Oujda,2023-07-03,2023-07-13,2023-07-27,2962696,"['INGEMA', 'Jet Contractors']","[3056169.9336779015, 3413178.72797528]",Jet Contractors,3413178.72797528,3234674.33,0.1521,170,Appel d’offres restreint,Prix seul,2,Oui,7,18,100,Sans suite,Non-conformité des offres
3275,Appel d'offre pour informatique à Rabat,Marché public concernant le secteur informatique dans la région de Fès-Meknès.,Fournitures,Informatique,DGSN,Maroc,Fès-Meknès,Rabat,2023-12-20,2024-01-22,2024-02-10,9951942,"['INGEMA', 'Jet Contractors', 'Novec']","[11054788.504068693, 11440186.46921558, 11936443.253780225]",Novec,11936443.253780225,11477139.41,0.1994,214,Gré à gré,Note technique et prix,3,Non,2,20,67,Annulé,Non-conformité des offres
3276,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Oriental.,Services,BTP,DGSN,Maroc,Oriental,Oujda,2023-02-19,2023-04-02,2023-04-11,7557896,"['SOGEA', 'SOMAGEC', 'INGEMA', 'TGCC', 'Novec', 'Jet Contractors']","[8413855.62525047, 8428033.729678612, 8467449.376858272, 8487592.629311312, 8583659.167360391, 9051367.445677169]",SOGEA,8413855.62525047,8571993.0,0.1133,136,Appel d’offres restreint,Note technique et prix,6,Non,15,6,100,Sans suite,Non-conformité des offres
3277,Appel d'offre pour transport à Oujda,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Fournitures,Transport,DGSN,Maroc,Casablanca-Settat,Oujda,2023-10-05,2023-11-25,2023-11-30,5711053,"['SOGEA', 'Jet Contractors', 'Novec', 'INGEMA', 'TGCC', 'SOMAGEC']","[5843815.690935217, 5921896.423984447, 5966853.271830768, 5971115.630043258, 6288440.886184194, 6667608.185755792]",INGEMA,5971115.630043258,6109955.01,0.0455,83,Appel d’offres restreint,Prix seul,6,Oui,15,2,76,Annulé,
3278,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Souss-Massa.,Travaux,Transport,Ministère de l’Équipement,Maroc,Souss-Massa,Agadir,2024-06-05,2024-07-23,2024-08-05,2649151,"['SOGEA', 'Novec', 'Jet Contractors', 'INGEMA']","[2480002.6289058444, 2672959.3405482057, 2674062.386978794, 2914230.5406096387]",SOGEA,2480002.6289058444,2685313.72,-0.0639,232,Appel d’offres restreint,Meilleure offre économiquement,4,Oui,13,14,85,Sans suite,
3279,Appel d'offre pour transport à Oujda,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Travaux,Transport,CHU Casablanca,Maroc,Fès-Meknès,Oujda,2023-05-03,2023-06-13,2023-06-29,5970738,"['Novec', 'TGCC']","[5608646.628744965, 6747722.054141238]",Novec,5608646.628744965,6178184.34,-0.0606,160,Gré à gré,Meilleure offre économiquement,2,Non,3,5,69,Annulé,
3280,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Fournitures,Transport,DGSN,Maroc,Fès-Meknès,Agadir,2024-02-25,2024-03-18,2024-03-27,9689325,"['SOMAGEC', 'SOGEA', 'Jet Contractors', 'TGCC', 'Novec']","[9086987.03313249, 9667535.156057244, 10018843.507086102, 10892953.78411802, 11610603.230966046]",SOGEA,9667535.156057244,10255384.54,-0.0022,264,Appel d’offres restreint,Meilleure offre économiquement,5,Oui,8,4,86,Attribué,
