id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procedure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation,notes_techniques_non_gagnants,capacites_financieres,experiences_non_gagnants,historiques_non_gagnants,complexite_projet,exigences_techniques_detaillees,localisations_soumissionnaires,tailles_entreprises,contexte_economique,poids_criteres_attribution,historique_ao_similaires,details_annulations
6713,Appel d'offre pour agriculture à Fès,Marché public concernant le secteur agriculture pour Office National des Aéroports,Travaux,Agriculture,Office National des Aéroports,Maroc,Casablanca-Settat,Fès,2025-07-13,2025-09-01,2025-09-10,44988774 DH,CIMAR; COVEC; VINCI; CDG; REDAL,51472469.12; 44103170.37; 46794050.65; 50091716.82; 41583382.52,REDAL,41583382.52 DH,46808957.90 DH,-0.0757,286,Concours,Rapport qualité-prix,5,Oui,7,25,91,Attribué,Non applicable,80; 75; 74; 82,95030843; 401721045; 334539385; 22283055; 173801018,8; 10; 13; 12,13; 15; 2; 9,Élevée,"Normes ISO 22000, Technologies avancées",Mohammedia; Settat; Nador; Mohammedia; Safi,ETI; Grande entreprise; Grande entreprise; Moyenne entreprise; Grande entreprise,"Inflation: 3.0%, Croissance: 2.2%","Technique: 40%, Prix: 60%",Derniers 12 mois: 49 AO similaires,Taux d'annulation secteur: 16%
6714,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie pour Agence Nationale de Réglementation des Télécommunications,Services,Énergie,Agence Nationale de Réglementation des Télécommunications,Maroc,Guelmim-Oued Noun,Oujda,2025-07-13,2025-08-29,2025-09-08,24880317 DH,LYDEC; BOUYGUES; COSUMAR; SOGEC; TOTAL MAROC,23138257.95; 26931884.3; 24958716.95; 28098825.07; 24275907.15,TOTAL MAROC,24275907.15 DH,25480718.28 DH,-0.0243,326,Gré à gré,Critères multiples,5,Oui,11,16,78,Sans suite,Absence d'offres,67; 74; 62; 76,403196935; 322478299; 349503954; 203875249; 123028003,7; 7; 18; 13,13; 1; 0; 2,Faible,"Normes ISO 27001, Technologies éprouvées",Oujda; Beni Mellal; Salé; Tétouan; Khouribga,ETI; PME; PME; Moyenne entreprise; Grande entreprise,"Inflation: 1.4%, Croissance: 3.4%","Technique: 71%, Prix: 29%",Derniers 12 mois: 20 AO similaires,Taux d'annulation secteur: 14%
6715,Appel d'offre pour conseil à Salé,Marché public concernant le secteur conseil pour Office de la Formation Professionnelle,Travaux,Conseil,Office de la Formation Professionnelle,Maroc,Tanger-Tétouan-Al Hoceïma,Salé,2025-07-13,2025-08-16,2025-08-27,17511229 DH,INGEMA; INWI; Novec; CISCO MAROC,19550369.99; 14631496.1; 20676354.66; 15467801.29,INWI,14631496.1 DH,17581505.51 DH,-0.1645,357,Procédure négociée,Prix seul,4,Non,8,25,100,Attribué,Non applicable,89; 97; 71,61340557; 59234085; 70601198; 100414596,3; 24; 8,5; 15; 6,Moyenne,"Normes ISO 9001, Technologies avancées",El Jadida; Marrakech; Marrakech; Mohammedia,Grande entreprise; ETI; Grande entreprise; Grande entreprise,"Inflation: 3.8%, Croissance: 4.8%","Technique: 75%, Prix: 25%",Derniers 12 mois: 23 AO similaires,Taux d'annulation secteur: 18%
6716,Appel d'offre pour télécommunications à El Jadida,Marché public concernant le secteur télécommunications pour Barid Al-Maghrib,Services,Télécommunications,Barid Al-Maghrib,Maroc,Oriental,El Jadida,2025-07-13,2025-08-23,2025-08-27,22293988 DH,SOGEC; SAHAM; TOTAL MAROC; Novec,25087198.28; 21903675.5; 25740548.65; 17978226.83,Novec,17978226.83 DH,22677412.32 DH,-0.1936,244,Appel d'offres ouvert,Critères multiples,4,Oui,6,16,79,Attribué,Non applicable,90; 63; 81,136298393; 112779268; 48160423; 203874037,4; 19; 8,9; 9; 11,Faible,"Normes ISO 9001, Technologies éprouvées",Safi; Safi; Tétouan; Tétouan,PME; Moyenne entreprise; ETI; ETI,"Inflation: 3.4%, Croissance: 4.2%","Technique: 40%, Prix: 60%",Derniers 12 mois: 45 AO similaires,Taux d'annulation secteur: 17%
6717,Appel d'offre pour médical à Fès,Marché public concernant le secteur médical pour Royal Air Maroc,Travaux,Médical,Royal Air Maroc,Maroc,Rabat-Salé-Kénitra,Fès,2025-07-13,2025-09-09,2025-09-15,3034558 DH,COSUMAR; CAPGEMINI MAROC; ORANGE MAROC; SOREAD; WAFA; TOTAL MAROC; COVEC,3103291.35; 3165331.72; 3316054.45; 3296021.6; 3234804.7; 2890356.57; 3249354.21,ORANGE MAROC,3316054.45 DH,3179316.37 DH,0.0928,264,Procédure négociée,Meilleure offre économiquement,7,Oui,12,9,99,Annulé,Non-conformité des offres,90; 83; 87; 66; 79; 94,193925868; 339228536; 107858170; 28440836; 52245856; 300484234; 462672678,10; 5; 4; 19; 14; 12,7; 9; 13; 12; 5; 6,Très élevée,"Normes ISO 45001, Technologies innovantes",Khouribga; Settat; Oujda; Khouribga; Casablanca; Berrechid; Rabat,ETI; Grande entreprise; Grande entreprise; Moyenne entreprise; PME; ETI; Moyenne entreprise,"Inflation: 1.6%, Croissance: 3.7%","Technique: 49%, Prix: 51%",Derniers 12 mois: 6 AO similaires,Taux d'annulation secteur: 17%
6718,Appel d'offre pour maintenance à Kenitra,Marché public concernant le secteur maintenance pour Office de la Formation Professionnelle,Travaux,Maintenance,Office de la Formation Professionnelle,Maroc,Tanger-Tétouan-Al Hoceïma,Kenitra,2025-07-13,2025-08-23,2025-09-04,36299313 DH,TGCC; CIMAR; OCP; MAGHREB STEEL; SUEZ,32986107.48; 36346018.24; 30665893.17; 31846768.64; 30155265.19,OCP,30665893.17 DH,32400010.54 DH,-0.1552,301,Procédure négociée,Rapport qualité-prix,5,Non,11,8,88,Annulé,Non-conformité des offres,82; 61; 64; 75,126623326; 213792555; 129644364; 100263936; 71221116,13; 7; 6; 16,8; 5; 4; 10,Faible,"Normes ISO 9001, Technologies innovantes",Temara; Meknès; Marrakech; El Jadida; Tétouan,ETI; ETI; ETI; ETI; PME,"Inflation: 1.6%, Croissance: 2.8%","Technique: 67%, Prix: 33%",Derniers 12 mois: 15 AO similaires,Taux d'annulation secteur: 17%
6719,Appel d'offre pour télécommunications à Temara,Marché public concernant le secteur télécommunications pour Office National des Aéroports,Travaux,Télécommunications,Office National des Aéroports,Maroc,Dakhla-Oued Ed-Dahab,Temara,2025-07-13,2025-08-21,2025-09-04,47479300 DH,MANAGEM; HP MAROC; BMCE; SOGEA; TOTAL MAROC; SGTM,55147513.64; 47956097.82; 38962935.58; 45858716.11; 47109648.15; 47877385.46,SGTM,47877385.46 DH,47152049.46 DH,0.0084,179,Appel d'offres ouvert,Prix seul,6,Oui,14,17,96,Sans suite,Contraintes réglementaires,66; 72; 62; 68; 86,14918695; 194840952; 229389622; 132779423; 118453180; 426367219,16; 3; 7; 7; 23,15; 3; 8; 1; 2,Faible,"Normes ISO 22000, Technologies éprouvées",Safi; Nador; Settat; Oujda; Casablanca; Casablanca,Grande entreprise; PME; Moyenne entreprise; PME; ETI; ETI,"Inflation: 3.8%, Croissance: 3.9%","Technique: 75%, Prix: 25%",Derniers 12 mois: 45 AO similaires,Taux d'annulation secteur: 20%
6720,Appel d'offre pour sécurité à Berrechid,Marché public concernant le secteur sécurité pour Office National de Sécurité Sanitaire,Fournitures,Sécurité,Office National de Sécurité Sanitaire,Maroc,Dakhla-Oued Ed-Dahab,Berrechid,2025-07-13,2025-09-04,2025-09-14,45369744 DH,MAROC TELECOM; TGCC; SOMAGEC; REDAL; OCP; CDG; SOREAD,36923260.51; 38467367.66; 51495224.69; 51979480.23; 43251082.84; 50048106.91; 48152165.85,MAROC TELECOM,36923260.51 DH,45759526.96 DH,-0.1862,117,Gré à gré,Meilleure offre économiquement,7,Oui,11,21,90,Attribué,Non applicable,86; 60; 94; 61; 77; 93,457304365; 60737389; 348779596; 453184511; 309855619; 249964035; 406827366,15; 20; 21; 10; 4; 19,14; 8; 15; 7; 12; 11,Très élevée,"Normes ISO 9001, Technologies innovantes",Nador; Marrakech; Khouribga; Tétouan; Safi; Nador; Oujda,Grande entreprise; ETI; ETI; Moyenne entreprise; PME; PME; Moyenne entreprise,"Inflation: 3.3%, Croissance: 4.0%","Technique: 67%, Prix: 33%",Derniers 12 mois: 34 AO similaires,Taux d'annulation secteur: 13%
6721,Appel d'offre pour formation à Tanger,Marché public concernant le secteur formation pour Office de la Formation Professionnelle,Travaux,Formation,Office de la Formation Professionnelle,Maroc,Dakhla-Oued Ed-Dahab,Tanger,2025-07-13,2025-09-08,2025-09-12,30238325 DH,SHELL MAROC; SAHAM; WAFA,25747178.45; 31757660.38; 31971581.49,SHELL MAROC,25747178.45 DH,29825473.44 DH,-0.1485,79,Concours,Critères multiples,3,Non,12,18,82,Annulé,Non-conformité des offres,75; 88,165286894; 432578263; 214134126,22; 25,8; 6,Élevée,"Normes ISO 9001, Technologies éprouvées",Khouribga; Rabat; Meknès,Grande entreprise; Grande entreprise; Grande entreprise,"Inflation: 1.6%, Croissance: 2.4%","Technique: 61%, Prix: 39%",Derniers 12 mois: 27 AO similaires,Taux d'annulation secteur: 11%
6722,Appel d'offre pour télécommunications à Fès,Marché public concernant le secteur télécommunications pour Ministère de la Justice,Services,Télécommunications,Ministère de la Justice,Maroc,Dakhla-Oued Ed-Dahab,Fès,2025-07-13,2025-08-17,2025-08-26,20969677 DH,DELTA HOLDING; INWI; TGCC; HOLCIM,18536544.33; 20903123.91; 23154276.43; 24499591.73,DELTA HOLDING,18536544.33 DH,21773384.10 DH,-0.116,320,Appel d'offres ouvert,Prix seul,4,Non,6,24,83,Attribué,Non applicable,89; 77; 93,429763439; 376427546; 115728330; 311873439,9; 16; 14,1; 6; 8,Faible,"Normes ISO 45001, Technologies modernes",Fès; Mohammedia; Berrechid; Agadir,PME; Moyenne entreprise; PME; PME,"Inflation: 4.0%, Croissance: 3.3%","Technique: 50%, Prix: 50%",Derniers 12 mois: 5 AO similaires,Taux d'annulation secteur: 15%
6723,Appel d'offre pour informatique à Safi,Marché public concernant le secteur informatique pour Agence Nationale de l'Assurance Maladie,Services,Informatique,Agence Nationale de l'Assurance Maladie,Maroc,Guelmim-Oued Noun,Safi,2025-07-13,2025-08-19,2025-09-03,36281227 DH,OCP; VEOLIA; CAPGEMINI MAROC; SUEZ; CIMAR; SOGEC; REDAL; MAJOREL,33193643.92; 37839843.99; 40581057.52; 40775942.17; 34083613.38; 39589907.22; 38405226.76; 42005401.09,OCP,33193643.92 DH,38309329.51 DH,-0.0851,83,Gré à gré,Meilleure offre économiquement,8,Oui,14,15,88,Attribué,Non applicable,71; 62; 87; 62; 63; 68; 86,165123854; 138014009; 355516831; 379677520; 490962760; 462863961; 18502881; 252197113,5; 21; 14; 11; 4; 7; 4,11; 14; 15; 10; 3; 11; 5,Faible,"Normes ISO 9001, Technologies certifiées",Kenitra; Berrechid; Nador; Temara; Beni Mellal; Tanger; Casablanca; Meknès,Grande entreprise; Grande entreprise; Moyenne entreprise; PME; Moyenne entreprise; ETI; Moyenne entreprise; PME,"Inflation: 1.3%, Croissance: 3.4%","Technique: 78%, Prix: 22%",Derniers 12 mois: 38 AO similaires,Taux d'annulation secteur: 5%
6724,Appel d'offre pour fournitures scolaires à Kenitra,Marché public concernant le secteur fournitures scolaires pour Ministère de la Santé,Services,Fournitures scolaires,Ministère de la Santé,Maroc,Oriental,Kenitra,2025-07-13,2025-08-21,2025-09-03,34514130 DH,MICROSOFT MAROC; AMENDIS; INWI; CIMAR; HOLCIM; HP MAROC; Novec,40018949.24; 32305386.16; 33810696.58; 40241461.63; 34593176.06; 30412798.06; 34748831.08,HP MAROC,30412798.06 DH,35161614.12 DH,-0.1188,88,Concours,Rapport qualité-prix,7,Oui,6,20,99,Annulé,Changement de priorités,68; 78; 69; 88; 63; 95,189480090; 160944096; 494894442; 498016939; 189208923; 289179094; 58922183,5; 9; 24; 10; 9; 13,1; 8; 7; 14; 6; 3,Très élevée,"Normes ISO 14001, Technologies éprouvées",Berrechid; Berrechid; Kenitra; Kenitra; Agadir; El Jadida; Agadir,Grande entreprise; Moyenne entreprise; Moyenne entreprise; PME; PME; ETI; ETI,"Inflation: 1.7%, Croissance: 3.2%","Technique: 48%, Prix: 52%",Derniers 12 mois: 18 AO similaires,Taux d'annulation secteur: 18%
6725,Appel d'offre pour environnement à Oujda,Marché public concernant le secteur environnement pour Ministère de l'Équipement,Fournitures,Environnement,Ministère de l'Équipement,Maroc,Dakhla-Oued Ed-Dahab,Oujda,2025-07-13,2025-08-24,2025-09-07,27563789 DH,AMENDIS; TOTAL MAROC; TECHNO PARK; HOLCIM,30801683.27; 26434195.01; 30517865.52; 26709810.97,TOTAL MAROC,26434195.01 DH,28615888.69 DH,-0.041,53,Appel d'offres restreint,Rapport qualité-prix,4,Non,3,19,75,Sans suite,Spécifications techniques inadéquates,60; 77; 71,99040865; 492509341; 260405859; 84085874,15; 23; 11,0; 8; 15,Élevée,"Normes ISO 27001, Technologies éprouvées",Khouribga; Berrechid; Rabat; Casablanca,ETI; PME; PME; Moyenne entreprise,"Inflation: 3.0%, Croissance: 3.1%","Technique: 40%, Prix: 60%",Derniers 12 mois: 6 AO similaires,Taux d'annulation secteur: 6%
6726,Appel d'offre pour fournitures scolaires à Safi,Marché public concernant le secteur fournitures scolaires pour Office National des Hydrocarbures,Services,Fournitures scolaires,Office National des Hydrocarbures,Maroc,Souss-Massa,Safi,2025-07-13,2025-08-08,2025-08-21,34287828 DH,INGEMA; BOUYGUES; COVEC; SOMAGEC,40059340.88; 38271212.74; 38497185.9; 35550200.16,COVEC,38497185.9 DH,38094484.92 DH,0.1228,263,Procédure négociée,Meilleure offre économiquement,4,Non,12,18,78,Sans suite,Manque de budget,80; 76; 67,234666008; 369944494; 191560241; 384911847,17; 25; 5,8; 1; 10,Très élevée,"Normes ISO 14001, Technologies certifiées",Temara; Temara; Salé; Kenitra,PME; Moyenne entreprise; Grande entreprise; Moyenne entreprise,"Inflation: 1.3%, Croissance: 4.4%","Technique: 64%, Prix: 36%",Derniers 12 mois: 11 AO similaires,Taux d'annulation secteur: 5%
6727,Appel d'offre pour conseil à Kenitra,Marché public concernant le secteur conseil pour Agence Nationale de la Conservation Foncière,Fournitures,Conseil,Agence Nationale de la Conservation Foncière,Maroc,Fès-Meknès,Kenitra,2025-07-13,2025-08-18,2025-08-24,9477988 DH,ATLAS HOSPITALITY; COVEC; INGEMA; IBM MAROC; CHINA RAILWAY; VEOLIA,9153324.98; 7801633.36; 11054667.72; 8972720.42; 9317126.75; 7775341.35,VEOLIA,7775341.35 DH,9012469.10 DH,-0.1796,279,Concours,Prix seul,6,Non,9,7,99,Annulé,Budget insuffisant,89; 68; 88; 86; 98,321007320; 422733471; 470606294; 449353591; 325424007; 107483201,21; 22; 12; 18; 21,8; 15; 4; 9; 11,Élevée,"Normes ISO 45001, Technologies modernes",Agadir; Safi; Oujda; Agadir; El Jadida; Fès,Moyenne entreprise; Moyenne entreprise; ETI; Moyenne entreprise; PME; Moyenne entreprise,"Inflation: 1.1%, Croissance: 3.6%","Technique: 76%, Prix: 24%",Derniers 12 mois: 29 AO similaires,Taux d'annulation secteur: 15%
6728,Appel d'offre pour formation à El Jadida,Marché public concernant le secteur formation pour Agence Nationale de l'Assurance Maladie,Fournitures,Formation,Agence Nationale de l'Assurance Maladie,Maroc,Guelmim-Oued Noun,El Jadida,2025-07-13,2025-09-10,2025-09-18,14955746 DH,TOTAL MAROC; MANAGEM; SOREAD; ATLAS HOSPITALITY; INWI; OCP; AMENDIS; CDG,15372057.14; 15852438.67; 16850329.4; 15948239.74; 13068256.27; 17907477.42; 14679576.01; 16288038.23,TOTAL MAROC,15372057.14 DH,15745801.61 DH,0.0278,325,Gré à gré,Meilleure offre économiquement,8,Oui,8,3,100,Attribué,Non applicable,92; 75; 87; 76; 88; 93; 92,312456786; 486713746; 116271332; 136464164; 62219979; 154976553; 266095684; 357242910,19; 25; 11; 4; 9; 13; 25,6; 14; 2; 2; 2; 8; 6,Très élevée,"Normes ISO 22000, Technologies avancées",Temara; Marrakech; Safi; Temara; Oujda; Tétouan; Tétouan; Oujda,PME; Moyenne entreprise; ETI; Grande entreprise; Grande entreprise; Moyenne entreprise; Moyenne entreprise; Grande entreprise,"Inflation: 2.0%, Croissance: 4.2%","Technique: 71%, Prix: 29%",Derniers 12 mois: 33 AO similaires,Taux d'annulation secteur: 11%
6729,Appel d'offre pour transport à Temara,Marché public concernant le secteur transport pour Caisse de Dépôt et de Gestion,Services,Transport,Caisse de Dépôt et de Gestion,Maroc,Béni Mellal-Khénifra,Temara,2025-07-13,2025-08-06,2025-08-19,33222421 DH,AFRIQUIA; MAGHREB STEEL; SAHAM; DELTA HOLDING,35376808.43; 39050087.23; 30502846.11; 37187651.38,SAHAM,30502846.11 DH,35529348.29 DH,-0.0819,220,Procédure négociée,Rapport qualité-prix,4,Non,4,24,86,Attribué,Non applicable,84; 71; 74,481542799; 87863405; 474607455; 24637521,3; 16; 18,10; 9; 11,Élevée,"Normes ISO 45001, Technologies modernes",Tanger; Casablanca; El Jadida; Marrakech,ETI; Grande entreprise; ETI; PME,"Inflation: 2.7%, Croissance: 2.3%","Technique: 78%, Prix: 22%",Derniers 12 mois: 42 AO similaires,Taux d'annulation secteur: 20%
6730,Appel d'offre pour agriculture à Temara,Marché public concernant le secteur agriculture pour Office National des Aéroports,Fournitures,Agriculture,Office National des Aéroports,Maroc,Béni Mellal-Khénifra,Temara,2025-07-13,2025-08-17,2025-08-28,26339705 DH,AFRIQUIA; OCP; BMCE; MICROSOFT MAROC; TGCC; SGTM; SAHAM; VINCI,29915281.73; 23346602.86; 29092233.18; 28558399.4; 23615704.02; 25466894.77; 26096800.51; 28952651.24,TGCC,23615704.02 DH,26880570.96 DH,-0.1034,327,Appel d'offres ouvert,Meilleure offre économiquement,8,Non,12,17,96,Sans suite,Budget insuffisant,92; 85; 90; 89; 98; 69; 99,95524954; 482302519; 481221365; 312816476; 221741547; 276364648; 234329242; 244265170,13; 19; 7; 20; 24; 14; 13,14; 10; 7; 11; 7; 15; 3,Très élevée,"Normes ISO 27001, Technologies avancées",Meknès; Tanger; Marrakech; Tanger; Oujda; Oujda; Rabat; Tétouan,Moyenne entreprise; PME; Moyenne entreprise; PME; Moyenne entreprise; Moyenne entreprise; PME; PME,"Inflation: 1.7%, Croissance: 5.0%","Technique: 78%, Prix: 22%",Derniers 12 mois: 43 AO similaires,Taux d'annulation secteur: 17%
6731,Appel d'offre pour maintenance à Berrechid,Marché public concernant le secteur maintenance pour Ministère de l'Éducation,Fournitures,Maintenance,Ministère de l'Éducation,Maroc,Rabat-Salé-Kénitra,Berrechid,2025-07-13,2025-08-25,2025-08-29,4560700 DH,ORANGE MAROC; INWI; CAPGEMINI MAROC; LAFARGE; BOUYGUES; CHINA RAILWAY; DELL MAROC; VINCI,3837447.31; 5338043.68; 4442950.55; 4997891.17; 3920362.59; 4853675.84; 3741510.54; 3822214.37,ORANGE MAROC,3837447.31 DH,4369262.01 DH,-0.1586,114,Appel d'offres ouvert,Critères multiples,8,Oui,13,18,91,Annulé,Non-conformité des offres,60; 69; 89; 78; 87; 86; 76,286557242; 300150031; 59525483; 117816528; 446168043; 384899886; 58464764; 221944699,4; 16; 3; 24; 24; 4; 17,13; 14; 5; 6; 9; 12; 7,Très élevée,"Normes ISO 27001, Technologies innovantes",Nador; Salé; Rabat; Beni Mellal; Tétouan; Rabat; El Jadida; Khouribga,PME; ETI; Moyenne entreprise; Moyenne entreprise; ETI; PME; Grande entreprise; ETI,"Inflation: 3.4%, Croissance: 2.3%","Technique: 74%, Prix: 26%",Derniers 12 mois: 40 AO similaires,Taux d'annulation secteur: 14%
6732,Appel d'offre pour énergie à Agadir,Marché public concernant le secteur énergie pour Royal Air Maroc,Services,Énergie,Royal Air Maroc,Maroc,Souss-Massa,Agadir,2025-07-13,2025-08-08,2025-08-23,3384584 DH,MAJOREL; CHINA RAILWAY; REDAL; MICROSOFT MAROC; DELL MAROC,2772511.07; 3950915.84; 2731296.02; 3246521.82; 2793367.76,DELL MAROC,2793367.76 DH,3098922.50 DH,-0.1747,322,Gré à gré,Prix seul,5,Oui,3,14,80,Sans suite,Spécifications techniques inadéquates,60; 71; 68; 73,410903183; 194742051; 178062127; 285604915; 194696707,15; 10; 12; 17,7; 11; 5; 15,Très élevée,"Normes ISO 22000, Technologies éprouvées",Marrakech; Khouribga; Khouribga; Tanger; El Jadida,Grande entreprise; Moyenne entreprise; PME; PME; PME,"Inflation: 3.0%, Croissance: 3.3%","Technique: 72%, Prix: 28%",Derniers 12 mois: 32 AO similaires,Taux d'annulation secteur: 10%
6733,Appel d'offre pour sécurité à Oujda,Marché public concernant le secteur sécurité pour Agence Nationale de Réglementation des Télécommunications,Travaux,Sécurité,Agence Nationale de Réglementation des Télécommunications,Maroc,Souss-Massa,Oujda,2025-07-13,2025-08-28,2025-09-03,17514757 DH,SOREAD; CDG; SUEZ; TGCC; SGTM,17001774.76; 15791069.0; 17389504.88; 16260943.71; 19567467.41,CDG,15791069.0 DH,17202151.95 DH,-0.0984,361,Gré à gré,Meilleure offre économiquement,5,Non,2,23,97,Attribué,Non applicable,61; 78; 69; 68,99934575; 432218149; 287555857; 272294087; 406930219,8; 8; 4; 16,9; 8; 3; 13,Faible,"Normes ISO 14001, Technologies innovantes",Fès; Marrakech; Settat; Meknès; Tanger,ETI; Moyenne entreprise; Grande entreprise; Moyenne entreprise; Grande entreprise,"Inflation: 1.9%, Croissance: 2.8%","Technique: 54%, Prix: 46%",Derniers 12 mois: 23 AO similaires,Taux d'annulation secteur: 7%
6734,Appel d'offre pour informatique à Beni Mellal,Marché public concernant le secteur informatique pour Ministère de l'Éducation,Services,Informatique,Ministère de l'Éducation,Maroc,Tanger-Tétouan-Al Hoceïma,Beni Mellal,2025-07-13,2025-08-23,2025-08-30,40067928 DH,OCP; BMCE; BOUYGUES,38456192.01; 35699443.38; 32955945.7,BOUYGUES,32955945.7 DH,35703860.36 DH,-0.1775,72,Appel d'offres restreint,Prix seul,3,Oui,15,15,96,Sans suite,Changement de priorités,66; 89,407078353; 493278335; 57248252,16; 5,4; 3,Moyenne,"Normes ISO 9001, Technologies éprouvées",Tétouan; Safi; Beni Mellal,Grande entreprise; Grande entreprise; ETI,"Inflation: 3.1%, Croissance: 4.2%","Technique: 51%, Prix: 49%",Derniers 12 mois: 15 AO similaires,Taux d'annulation secteur: 10%
6735,Appel d'offre pour environnement à Meknès,Marché public concernant le secteur environnement pour Ministère de l'Éducation,Travaux,Environnement,Ministère de l'Éducation,Maroc,Tanger-Tétouan-Al Hoceïma,Meknès,2025-07-13,2025-08-20,2025-08-25,28415937 DH,AFRIQUIA; MAGHREB STEEL; VINCI; CDG; TECHNO PARK,25299387.1; 32577732.86; 27829096.97; 25577136.04; 31144714.41,CDG,25577136.04 DH,28485613.48 DH,-0.0999,118,Appel d'offres ouvert,Meilleure offre économiquement,5,Oui,12,17,94,Annulé,Non-conformité des offres,72; 69; 77; 100,360730825; 474519674; 457535226; 262884769; 270529921,19; 18; 25; 24,10; 15; 10; 4,Faible,"Normes ISO 9001, Technologies modernes",Nador; Settat; Kenitra; Rabat; Beni Mellal,PME; Moyenne entreprise; Grande entreprise; Grande entreprise; PME,"Inflation: 1.2%, Croissance: 3.8%","Technique: 69%, Prix: 31%",Derniers 12 mois: 30 AO similaires,Taux d'annulation secteur: 9%
